NAME,H INDEX,IMPACT FACTOR 
"Proceedings of 2015 IEEE Far East NDT New Technology and Application Forum, FENDT 2015",2,1.3043791759231786
"International Conference on Intelligent User Interfaces, Proceedings IUI",3,1.3248604453834545
"Proceedings - 4th IEEE International Conference on Control System, Computing and Engineering, ICCSCE 2014",3,1.3248604453834545
"Proceedings of the 2015 7th International Conference of Soft Computing and Pattern Recognition, SoCPaR 2015",3,1.3248604453834545
"ICOCN 2015 - 14th International Conference on Optical Communications and Networks, Proceedings",4,1.3453417148437303
"6th Research in Engineering Education Symposium: Translating Research into Practice, REES 2015",3,1.3248604453834545
Lecture Notes in Information Systems and Organisation,8,1.427266792684834
54th AIAA Aerospace Sciences Meeting,2,1.3043791759231786
"Proceedings of DataCloud 2014: 5th International Workshop on Data Intensive Computing in the Clouds - Held in Conjunction with SC 2014: The International Conference for High Performance Computing, Networking, Storage and Analysis",2,1.3043791759231786
"2015 15th International Conference on Innovations for Community Services, I4CS 2015",3,1.3248604453834545
"SEM4HPC 2016 - Proceedings of the ACM Workshop on Software Engineering Methods for Parallel and High Performance Applications, Co-located with HPDC 2016",1,1.2838979064629026
"2015 Silicon Nanoelectronics Workshop, SNW 2015",2,1.3043791759231786
"4th International Symposium on Next-Generation Electronics, IEEE ISNE 2015",3,1.3248604453834545
"2014 IEEE Sensor Systems for a Changing Ocean, SSCO 2014",2,1.3043791759231786
"International Conference on Information Society, i-Society 2015",2,1.3043791759231786
Society of Tribologists and Lubrication Engineers Annual Meeting and Exhibition 2015,2,1.3043791759231786
"ICOSST 2014 - 2014 International Conference on Open Source Systems and Technologies, Proceedings",1,1.2838979064629026
"Proceedings - 2016 IEEE 24th Annual Symposium on High-Performance Interconnects, HOTI 2016",2,1.3043791759231786
"Proceedings of World Telecommunications Congress 2014, WTC 2014",6,1.386304253764282
DiGRA 2015 - Proceedings of the 2015 DiGRA International Conference: Diversity of Play,3,1.3248604453834545
"Proceedings - 2015 IEEE 11th International Conference on Intelligent Computer Communication and Processing, ICCP 2015",1,1.2838979064629026
"2015 1st International Conference on Applied Research in Computer Science and Engineering, ICAR 2015",3,1.3248604453834545
"Proceedings - 2015 2nd International Conference on Biomedical Engineering, ICoBE 2015",3,1.3248604453834545
"2015 2nd International Conference on Opto-Electronics and Applied Optics: Advances in Optical Sciences and Engineering II, IEM OPTRONIX 2015",2,1.3043791759231786
"2014 IEEE Hot Chips 26 Symposium, HCS 2014",2,1.3043791759231786
"2015 International Conference on Advanced Robotics and Intelligent Systems, ARIS 2015",3,1.3248604453834545
"Proceedings - 1st International Conference on Computing, Communication, Control and Automation, ICCUBEA 2015",4,1.3453417148437303
"Proceedings - 2014 9th International Conference on P2P, Parallel, Grid, Cloud and Internet Computing, 3PGCIC 2014",4,1.3453417148437303
SA 2016 - SIGGRAPH ASIA 2016 Mobile Graphics and Interactive Applications,2,1.3043791759231786
"Proceedings of IEEE International Conference on Circuit, Power and Computing Technologies, ICCPCT 2016",4,1.3453417148437303
Rock Mechanics and Rock Engineering: From the Past to the Future,1,1.2838979064629026
"2014 International Conference on Signal Propagation and Computer Technology, ICSPCT 2014",6,1.386304253764282
"SIGGRAPH Asia 2014 Indoor Scene Understanding Where Graphics Meets Vision, SA 2014",2,1.3043791759231786
"ISPCS 2014 - Proceedings: 2014 International IEEE Symposium on Precision Clock Synchronization for Measurement, Control and Communication",3,1.3248604453834545
"Proceedings - 2015 Resilience Week, RSW 2015",3,1.3248604453834545
Proceedings of AM-FPD 2014 - The 21st International Workshop on Active-Matrix Flatpanel Displays and Devices: TFT Technologies and FPD Materials,3,1.3248604453834545
"Proceedings - 2016 World Symposium on Computer Applications and Research, WSCAR 2016",1,1.2838979064629026
"2016 3rd International Conference on eDemocracy and eGovernment, ICEDEG 2016",1,1.2838979064629026
"Proceedings - 2015 International Conference on Virtual Reality and Visualization, ICVRV 2015",2,1.3043791759231786
"Proceedings of the 2015 ITU Kaleidoscope: Trust in the Information Society, K-2015 - Academic Conference",2,1.3043791759231786
"IEEE International Conference on Intelligence and Security Informatics: Cybersecurity and Big Data, ISI 2016",2,1.3043791759231786
"2014 10th International Conference on Innovations in Information Technology, IIT 2014",5,1.3658229843040062
"Challenges and Innovations in Geotechnics - Proceedings of the 8th Asian Young Geotechnical Engineers Conference, 8AYGEC 2016",1,1.2838979064629026
"ISSCS 2015 - International Symposium on Signals, Circuits and Systems",5,1.3658229843040062
"CINTI 2014 - 15th IEEE International Symposium on Computational Intelligence and Informatics, Proceedings",3,1.3248604453834545
"Maintenance, Monitoring, Safety, Risk and Resilience of Bridges and Bridge Networks - Proceedings of the 8th International Conference on Bridge Maintenance, Safety and Management, IABMAS 2016",4,1.3453417148437303
"Proceedings of the 2016 IEEE 11th Conference on Industrial Electronics and Applications, ICIEA 2016",3,1.3248604453834545
"2015 International Conference on Computer Communication and Informatics, ICCCI 2015",4,1.3453417148437303
IEEE TechSym 2014 - 2014 IEEE Students' Technology Symposium,5,1.3658229843040062
BME-HUST 2016 - 3rd International Conference on Biomedical Engineering,2,1.3043791759231786
"Proceedings - 3rd International Conference on Applied Computing and Information Technology and 2nd International Conference on Computational Science and Intelligence, ACIT-CSI 2015",3,1.3248604453834545
"Proceedings - 2015 International Conference on Developments in eSystems Engineering, DeSE 2015",2,1.3043791759231786
"Proceedings - 11th IEEE International Conference on E-Business Engineering, ICEBE 2014 - Including 10th Workshop on Service-Oriented Applications, Integration and Collaboration, SOAIC 2014 and 1st Workshop on E-Commerce Engineering, ECE 2014",3,1.3248604453834545
"Proceedings - 2015 3rd International Conference on Advanced Cloud and Big Data, CBD 2015",3,1.3248604453834545
"2015 IEEE/OES 11th Current, Waves and Turbulence Measurement, CWTM 2015",3,1.3248604453834545
"Proceedings of the International Conference on Asian Language Processing 2014, IALP 2014",3,1.3248604453834545
"ISRM International Symposium - 8th Asian Rock Mechanics Symposium, ARMS 2014",4,1.3453417148437303
ICEEE 2015 - 1st International Conference on Electrical and Electronic Engineering,3,1.3248604453834545
"2015 International Conference on Energy, Power and Environment: Towards Sustainable Growth, ICEPE 2015",3,1.3248604453834545
PIC 2014 - Proceedings of 2014 IEEE International Conference on Progress in Informatics and Computing,4,1.3453417148437303
"ISPTS 2015 - 2nd International Symposium on Physics and Technology of Sensors: Dive Deep Into Sensors, Proceedings",2,1.3043791759231786
ICPT 2014 - Proceedings of International Conference on Planarization/CMP Technology 2014,3,1.3248604453834545
"Proceedings - 2016 Architecture-Centric Virtual Integration, ACVI 2016",1,1.2838979064629026
"Proceedings of the 9th Workshop on Embedded Systems Security, WESS 2014",3,1.3248604453834545
ACM International Conference Proceeding Series,1,1.2838979064629026
"Symposium on Design, Test, Integration and Packaging of MEMS/MOEMS, DTIP 2016",3,1.3248604453834545
"Proceedings of the 2016 IEEE 1st International Conference on Data Stream Mining and Processing, DSMP 2016",4,1.3453417148437303
"2014 International Work Conference on Bio-Inspired Intelligence: Intelligent Systems for Biodiversity Conservation, IWOBI 2014 - Proceedings",3,1.3248604453834545
"Proceedings - International Workshop on Software Engineering for Smart Cyber-Physical Systems, SEsCPS 2015",3,1.3248604453834545
"2014 Workshop on Sensor Data Fusion: Trends, Solutions, Applications, SDF 2014",5,1.3658229843040062
"Proceedings - 2015 3rd International Conference on Enterprise Systems, ES 2015",3,1.3248604453834545
"2014 International Conference on Renewable Energies for Developing Countries, REDEC 2014",2,1.3043791759231786
MobiWac 2014 - Proceedings of the 12th ACM International Symposium on Mobility Management and Wireless Access,5,1.3658229843040062
"GISTAM 2015 - 1st International Conference on Geographical Information Systems Theory, Applications and Management, Proceedings",3,1.3248604453834545
"Proceedings - 2015 International Conference on Cloud Computing and Big Data, CCBD 2015",3,1.3248604453834545
"2015 2nd International Conference on Recent Advances in Engineering and Computational Sciences, RAECS 2015",3,1.3248604453834545
Mathematical and Statistical Methods for Actuarial Sciences and Finance,2,1.3043791759231786
ICASE 2015 - 4th International Conference on Aerospace Science and Engineering,2,1.3043791759231786
"SACI 2015 - 10th Jubilee IEEE International Symposium on Applied Computational Intelligence and Informatics, Proceedings",4,1.3453417148437303
"2015 IEEE 12th Malaysia International Conference on Communications, MICC 2015",2,1.3043791759231786
WiSEE 2014 - 2nd International IEEE Conference on Wireless for Space and Extreme Environments,3,1.3248604453834545
"Proceedings of the 5th International Conference on Geotechnical and Geophysical Site Characterisation, ISC 2016",3,1.3248604453834545
"41st International Computer Music Conference, ICMC 2015: Looking Back, Looking Forward - Proceedings",3,1.3248604453834545
"Proceedings of 2015 IEEE International Conference on Research in Computational Intelligence and Communication Networks, ICRCICN 2015",4,1.3453417148437303
"3rd International Conference on Signal Processing and Integrated Networks, SPIN 2016",4,1.3453417148437303
"INES 2015 - IEEE 19th International Conference on Intelligent Engineering Systems, Proceedings",4,1.3453417148437303
"Proceedings - 2015 10th International Conference on Computer Engineering and Systems, ICCES 2015",3,1.3248604453834545
"2015 12th International Computer Conference on Wavelet Active Media Technology and Information Processing, ICCWAMTIP 2015",3,1.3248604453834545
"2015 International Symposium on Intelligent Signal Processing and Communication Systems, ISPACS 2015",4,1.3453417148437303
ISSE 2016 - 2016 International Symposium on Systems Engineering - Proceedings Papers,4,1.3453417148437303
"2015 IEEE 4th Global Conference on Consumer Electronics, GCCE 2015",4,1.3453417148437303
"2016 IEEE International Conference on Consumer Electronics-Taiwan, ICCE-TW 2016",3,1.3248604453834545
AAAI Fall Symposium - Technical Report,3,1.3248604453834545
CABS 2014 - Proceedings of the 5th ACM International Conference on Collaboration Across Boundaries,4,1.3453417148437303
"2014 International Conference on Electrical Sciences and Technologies in Maghreb, CISTEM 2014",4,1.3453417148437303
"Proceedings - 2016 International Symposium on Educational Technology, ISET 2016",1,1.2838979064629026
